timestamp,source_ip,destination_ip,port,protocol,packet_count,duration,failed_attempts,label,source_ip_encoded,destination_ip_encoded,protocol_ICMP,protocol_TCP,protocol_UDP,port_scaled,packet_count_scaled,duration_scaled,failed_attempts_scaled,source_ip_encoded_scaled,destination_ip_encoded_scaled,hour,minute,is_business_hours,connection_frequency,unique_destination_count,unique_port_count,port_usage_count,avg_session_duration_by_ip,failed_attempts_by_ip,packets_per_second
2026-04-01 00:00:00,10.0.0.39,172.16.0.57,22,TCP,36.0,0.978,0,normal,167772199,2886729785,0,1,0,-0.44204544227602177,-0.27342005006044484,-1.0732160381771485,-0.2889291708050942,-0.3012483228890646,0.7016711483973795,0,0,0,9,8,5,1,5.8948888888888895,2,36.77221654749745
2026-04-01 00:01:00,10.0.1.71,172.16.0.9,443,TCP,30.0,8.222,0,normal,167772487,2886729737,0,1,0,-0.2435136816564985,-0.29333730191875024,0.6137553955068049,-0.2889291708050942,-0.30124800084710346,-1.3918280745277392,0,1,0,7,7,4,3,8.225,1,3.648303538854433
2026-04-01 00:02:00,10.0.1.21,172.16.0.61,8080,UDP,36.0,9.13,0,normal,167772437,2886729789,0,0,1,3.3578807502943304,-0.27342005006044484,0.8252090208222428,-0.2889291708050942,-0.30124805675716615,0.8761294169744728,0,2,0,5,5,3,1,8.2434,0,3.9426130763333695
2026-04-01 00:03:00,10.0.0.185,172.16.0.10,443,TCP,38.0,13.949,0,normal,167772345,2886729738,0,1,0,-0.2435136816564985,-0.2667809661076764,1.947450232711112,-0.2889291708050942,-0.30124815963168156,-1.3482135073834658,0,3,0,3,3,2,2,9.374,0,2.7240143369175627
2026-04-01 00:04:00,10.0.0.183,172.16.0.6,80,TCP,38.0,10.338,0,normal,167772343,2886729734,0,1,0,-0.41469427335456727,-0.2667809661076764,1.1065261787308862,-0.2889291708050942,-0.30124816186808406,-1.522671775960559,0,4,0,10,8,4,4,5.8071,4,3.6754038108134255
2026-04-01 00:05:00,10.0.1.106,172.16.0.11,53,TCP,24.0,4.632,0,normal,167772522,2886729739,0,1,0,-0.42742671405938226,-0.3132545537770557,-0.22227821119189647,-0.2889291708050942,-0.3012479617100596,-1.3045989402391924,0,5,0,5,5,4,1,3.2373999999999996,0,5.180228793438377
2026-04-01 00:06:00,10.0.0.38,172.16.0.38,8080,UDP,40.0,8.478,0,normal,167772198,2886729766,0,0,1,3.3578807502943304,-0.2601418821549079,0.6733722766530076,-0.2889291708050942,-0.30124832400726587,-0.12700562734381327,0,6,0,7,6,3,1,5.573857142857142,0,4.717537445453473
2026-04-01 00:07:00,10.0.1.39,172.16.0.50,8080,TCP,44.0,11.946,1,normal,167772455,2886729778,0,1,0,3.3578807502943304,-0.24686371424937098,1.4809947134304717,-0.1965250609147609,-0.3012480366295436,0.3963691783874664,0,7,0,5,5,3,1,3.929,3,3.6829329538796354
2026-04-01 00:08:00,10.0.0.86,172.16.0.34,123,UDP,33.0,0.725,0,normal,167772246,2886729762,0,0,1,-0.39441668260245444,-0.28337867598959754,-1.132134283997419,-0.2889291708050942,-0.3012482703336057,-0.3014638959209065,0,8,0,10,10,6,1,5.1369,3,45.45454545454545
2026-04-01 00:09:00,10.0.0.41,172.16.0.11,443,TCP,24.0,1.503,0,normal,167772201,2886729739,0,1,0,-0.2435136816564985,-0.3132545537770557,-0.9509548561390375,-0.2889291708050942,-0.3012483206526621,-1.3045989402391924,0,9,0,11,10,4,3,4.800636363636364,1,15.95744680851064
2026-04-01 00:10:00,10.0.0.222,172.16.0.17,80,TCP,35.0,5.842,0,normal,167772382,2886729745,0,1,0,-0.41469427335456727,-0.2767395920368291,0.059504703600702036,-0.2889291708050942,-0.3012481182582351,-1.0429115373735527,0,10,0,5,5,3,1,4.8432,0,5.990073592332706
2026-04-01 00:11:00,10.0.1.155,172.16.0.69,80,TCP,30.0,9.058,0,normal,167772571,2886729797,0,1,0,-0.41469427335456727,-0.29333730191875024,0.808441772999873,-0.2889291708050942,-0.30124790691819814,1.2250459541286591,0,11,0,5,5,3,3,8.2538,1,3.311623799536373
2026-04-01 00:12:00,10.0.1.55,172.16.0.78,53,TCP,41.0,7.446,1,normal,167772471,2886729806,0,1,0,-0.42742671405938226,-0.2568223401785237,0.4330417245323781,-0.1965250609147609,-0.3012480187383235,1.617577058427119,0,12,0,7,6,4,2,7.740714285714286,1,5.505572713844501
2026-04-01 00:13:00,10.0.1.65,172.16.0.61,53,UDP,34.0,6.228,0,normal,167772481,2886729789,0,0,1,-0.42742671405938226,-0.2800591340132133,0.14939578220396077,-0.2889291708050942,-0.301248007556311,0.8761294169744728,0,13,0,4,4,3,1,6.952,0,5.458340022475518
